simplified,traditional,pinyin,meaning,frequency,hsk_level,pos,radical,simplified_normalized,subtlex_word,subtlex_length,subtlex_pinyin,subtlex_pinyin_input,subtlex_w_count,subtlex_w_million,subtlex_log10w,subtlex_w_cd,subtlex_w_cd_percent,subtlex_log10cd,subtlex_dominant_pos,subtlex_dominant_pos_freq,subtlex_all_pos,subtlex_all_pos_freq,subtlex_eng_tran,subtlex_word_normalized
勤工俭学,勤工儉學,qín gōng jiǎn xué,to work part time while studying ; work-study program,39680,7,v,力,勤工俭学,勤工俭学,4.0,qin2 gong1 jian3 xue2,qingongjianxue,4.0,0.12,0.6021,3.0,0.05,0.4771,v,4.0,.v.,.4.,work partime while studying,勤工俭学
勤快,勤快,qín kuài,diligent; hardworking,23842,7,a,力,勤快,勤快,2.0,qin2 kuai4,qinkuai,26.0,0.78,1.415,25.0,0.4,1.3979,a,26.0,.a.,.26.,diligent/hardworking,勤快
勤劳,勤勞,qín láo,diligent ; hardworking ; industrious,15777,7,"a,ad,an",力,勤劳,勤劳,2.0,qin2 lao2,qinlao,48.0,1.43,1.6812,44.0,0.7,1.6435,a,44.0,.a.ad.an.,.44.3.1.,hardworking/industrious/diligent,勤劳
寝室,寢室,qǐn shì,bedroom ; dormitory,9766,7,n,宀,寝室,寝室,2.0,qin3 shi4,qinshi,94.0,2.8,1.9731,46.0,0.74,1.6628,n,94.0,.n.,.94.,bedroom/dormitory,寝室
青,青,Qīng | qīng,"abbr. for 海, Qinghai Province ; black ; blue ; green ; young (of people) ; youth",2780,5,"a,b",青,青,青,1.0,qing1,qing,561.0,16.72,2.749,339.0,5.43,2.5302,a,553.0,.a.b.,.553.8.,nature's color/green or blue/greenish black/youth/young (of people)/abbr. for Qinghai province 青海,青
青春,青春,qīng chūn,youth ; youthfulness,4241,4,n,青,青春,青春,2.0,qing1 chun1,qingchun,300.0,8.94,2.4771,242.0,3.88,2.3838,n,300.0,.n.,.300.,youth/youthfulness,青春
青春期,青春期,qīng chūn qī,adolescence ; puberty,11308,7,t,青,青春期,青春期,3.0,qing1 chun1 qi1,qingchunqi,181.0,5.4,2.2577,138.0,2.21,2.1399,t,181.0,.t.,.181.,puberty/adolescence,青春期
青年,青年,qīng nián,the young ; young person ; youth ; youthful years,3336,2,n,青,青年,青年,2.0,qing1 nian2,qingnian,323.0,9.63,2.5092,227.0,3.64,2.356,n,323.0,.n.,.323.,youth,青年
青少年,青少年,qīng shào nián,adolescent ; teenager ; youth,4006,2,n,青,青少年,青少年,3.0,qing1 shao4 nian2,qingshaonian,426.0,12.7,2.6294,275.0,4.4,2.4393,n,426.0,.n.,.426.,an adolescent/a youth/young person/teenage,青少年
青蛙,青蛙,qīng wā,(old) (slang) ugly guy ; frog,9570,7,n,青,青蛙,青蛙,2.0,qing1 wa1,qingwa,339.0,10.11,2.5302,143.0,2.29,2.1553,n,339.0,.n.,.339.,frog,青蛙
轻,輕,qīng,easy ; frivolous ; gentle ; light ; neutral ; reckless ; small in number ; soft ; to disparage ; unimportant ; unstressed,1814,2,"a,ad,v,g",车,轻,轻,1.0,qing1,qing,1236.0,36.84,3.092,909.0,14.56,2.9586,a,840.0,.a.ad.v.g.,.840.291.81.24.,light/easy/gentle/soft/reckless/unimportant/frivolous/small in number/unstressed/neutral,轻
轻而易举,輕而易舉,qīng ér yì jǔ,easy ; with no difficulty,13706,7,l,车,轻而易举,轻而易举,4.0,qing1 er2 yi4 ju3,qingeryiju,160.0,4.77,2.2041,150.0,2.4,2.1761,l,160.0,.l.,.160.,easy/with no difficulty,轻而易举
轻蔑,輕蔑,qīng miè,disdain; contempt ; scornful; disdainful; contemptuous; pejorative,20749,7,v,车,轻蔑,轻蔑,2.0,qing1 mie4,qingmie,40.0,1.19,1.6021,30.0,0.48,1.4771,v,40.0,.v.,.40.,contempt/disdain,轻蔑
轻松,輕鬆,qīng sōng,effortless ; gentle ; light ; relaxed ; to relax ; to take things less seriously ; uncomplicated,1729,4,"a,ad",车,轻松,轻松,2.0,qing1 song1,qingsong,1744.0,51.99,3.2415,1246.0,19.96,3.0955,a,1599.0,.a.ad.,.1599.145.,gentle/relaxed,轻松
轻微,輕微,qīng wēi,light ; slight ; to a small extent ; trivial,7547,7,"a,ad",车,轻微,轻微,2.0,qing1 wei1,qingwei,209.0,6.23,2.3201,178.0,2.85,2.2504,a,173.0,.a.ad.,.173.36.,slight/light/trivial/to a small extent,轻微
轻型,輕型,qīng xíng,"light (machinery, aircraft etc)",19892,7,b,车,轻型,轻型,2.0,qing1 xing2,qingxing,27.0,0.8,1.4314,24.0,0.38,1.3802,b,27.0,.b.,.27.,#,轻型
轻易,輕易,qīng yì,easily ; lightly ; rashly,3836,4,"d,a",车,轻易,轻易,2.0,qing1 yi4,qingyi,561.0,16.72,2.749,494.0,7.91,2.6937,d,501.0,.d.a.,.501.60.,easily/lightly/rashly,轻易
倾家荡产,傾家蕩產,qīng jiā dàng chǎn,to lose a family fortune (idiom),26223,7,l,亻,倾家荡产,倾家荡产,4.0,qing1 jia1 dang4 chan3,qingjiadangchan,40.0,1.19,1.6021,37.0,0.59,1.5682,l,40.0,.l.,.40.,to lose a family fortune (idiom),倾家荡产
倾诉,傾訴,qīng sù,to say everything (that is on one's mind),9428,7,"v,vn",亻,倾诉,倾诉,2.0,qing1 su4,qingsu,235.0,7.01,2.3711,210.0,3.36,2.3222,v,228.0,.v.vn.,.228.7.,to say everything (that is on one's mind),倾诉
倾听,傾聽,qīng tīng,to listen attentively,7063,7,v,亻,倾听,倾听,2.0,qing1 ting1,qingting,314.0,9.36,2.4969,249.0,3.99,2.3962,v,314.0,.v.,.314.,to listen (to the public)/to heed (other people's opinions),倾听
倾向,傾向,qīng xiàng,orientation ; tendency ; trend,3997,6,"n,v",亻,倾向,倾向,2.0,qing1 xiang4,qingxiang,520.0,15.5,2.716,408.0,6.54,2.6107,n,390.0,.n.v.,.390.130.,trend/tendency/orientation,倾向
倾销,傾銷,qīng xiāo,"to dump (goods, products)",22639,7,v,亻,倾销,倾销,2.0,qing1 xiao1,qingxiao,9.0,0.27,0.9542,9.0,0.14,0.9542,v,9.0,.v.,.9.,"to dump (goods, products)",倾销
倾斜,傾斜,qīng xié,to incline ; to lean ; to slant ; to slope ; to tilt,9158,7,"v,vn",亻,倾斜,倾斜,2.0,qing1 xie2,qingxie,111.0,3.31,2.0453,79.0,1.27,1.8976,v,97.0,.v.vn.,.97.14.,incline/lean/slant/slope/tilt,倾斜
清,清,Qīng | qīng,(of water etc) clear; clean ; Qing (Wade-Giles: Ch'ing) dynasty of imperial China (1644-1911) ; clear; distinct ; pure; uncorrupted ; quiet; still ; surname Qing ; to clear; to settle (accounts),1019,6,"a,v,tg",氵,清,清,1.0,qing1,qing,2848.0,84.9,3.4545,1909.0,30.58,3.2808,a,1777.0,.a.v.tg.,.1777.540.531.,clear/distinct/complete/pure/the Ch'ing or Qing dynasty (1644-1911),清
清晨,清晨,qīng chén,early morning,7008,5,t,氵,清晨,清晨,2.0,qing1 chen2,qingchen,178.0,5.31,2.2504,158.0,2.53,2.1987,t,178.0,.t.,.178.,early morning,清晨
清除,清除,qīng chú,to clear away ; to eliminate ; to get rid of,4835,7,"v,vn",氵,清除,清除,2.0,qing1 chu2,qingchu,462.0,13.77,2.6646,310.0,4.97,2.4914,v,457.0,.v.vn.,.457.5.,eliminate/get rid of,清除
清楚,清楚,qīng chu,clear ; distinct ; to be clear about ; to understand thoroughly,766,2,"a,v,ad",氵,清楚,清楚,2.0,qing1 chu5,qingchu,9836.0,293.2,3.9928,4193.0,67.16,3.6225,a,8592.0,.a.v.ad.,.8592.1234.10.,clear/clearly understood/distinct,清楚
清脆,清脆,qīng cuì,also written 轻脆 ; crisp ; fragile ; frail ; melodious ; ringing ; sharp and clear ; silvery (of sound) ; tinkling,31431,7,a,氵,清脆,清脆,2.0,qing1 cui4,qingcui,6.0,0.18,0.7782,5.0,0.08,0.699,a,6.0,.a.,.6.,sharp and clear/crisp/melodious/ringing/tinkling/silvery (of sound)/fragile/frail/also written 轻脆,清脆
清单,清單,qīng dān,list of items,7718,7,n,氵,清单,清单,2.0,qing1 dan1,qingdan,516.0,15.38,2.7126,346.0,5.54,2.5391,n,516.0,.n.,.516.,list of items,清单
清淡,清淡,qīng dàn,"insipid ; light (of food, not greasy or strongly flavored) ; slack (sales)",17042,7,a,氵,清淡,清淡,2.0,qing1 dan4,qingdan,28.0,0.83,1.4472,24.0,0.38,1.3802,a,28.0,.a.,.28.,"light (of food, not greasy or strongly flavored)/insipid/slack (sales)",清淡
清洁,清潔,qīng jié,clean ; to clean,4675,6,"a,v,an,ad",氵,清洁,清洁,2.0,qing1 jie2,qingjie,391.0,11.66,2.5922,293.0,4.69,2.4669,a,321.0,.a.v.an.ad.,.321.32.23.15.,clean/purity,清洁
清洁工,清潔工,qīng jié gōng,cleaner ; garbage collector ; janitor,15257,6,n,氵,清洁工,清洁工,3.0,qing1 jie2 gong1,qingjiegong,226.0,6.74,2.3541,136.0,2.18,2.1335,n,226.0,.n.,.226.,cleaner/janitor/garbage collector,清洁工
清静,清靜,qīng jìng,peaceful and quiet ; quiet,16392,7,"a,an",氵,清静,清静,2.0,qing1 jing4,qingjing,91.0,2.71,1.959,74.0,1.19,1.8692,a,86.0,.a.an.,.86.5.,quiet/peaceful and quiet,清静
清理,清理,qīng lǐ,to clear up ; to dispose of ; to tidy up,2808,5,"v,vn",氵,清理,清理,2.0,qing1 li3,qingli,1183.0,35.26,3.073,882.0,14.13,2.9455,v,1130.0,.v.vn.,.1130.53.,clear/to put in order/to check up,清理
清凉,清涼,qīng liáng,(of clothing) skimpy ; cool ; refreshing ; revealing,17723,7,"a,an",氵,清凉,清凉,2.0,qing1 liang2/liang4,qingliang,29.0,0.86,1.4624,26.0,0.42,1.415,a,27.0,.a.an.,.27.2.,#,清凉
清明,清明,Qīng míng | qīng míng,"(of a government or administration) well ordered ; Pure Brightness Festival or Tomb Sweeping Day (in early April) ; Qingming or Pure Brightness, 5th of the 24 solar terms 二十四节气 5th-19th April ; clear and bright ; sober and calm",33512,7,"t,a",氵,清明,清明,2.0,Qing1 ming2,qingming,4.0,0.12,0.6021,4.0,0.06,0.6021,t,3.0,.t.a.,.3.1.,"Qingming or Pure Brightness, 5th of the 24 solar terms 二十四节气 5th-19th April/the Qingming festival (Pure brightness or tomb-sweeping), 4th-6th April",清明
清明节,清明節,Qīng míng jié,"Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)",26237,6,,氵,清明节,,,,,,,,,,,,,,,,
清晰,清晰,qīng xī,clear ; distinct,4178,7,"a,ad",氵,清晰,清晰,2.0,qing1 xi1,qingxi,337.0,10.05,2.5276,288.0,4.61,2.4594,a,313.0,.a.ad.,.313.24.,clear/distinct,清晰
清洗,清洗,qīng xǐ,to clean ; to purge ; to wash,6124,6,"v,vn",氵,清洗,清洗,2.0,qing1 xi3,qingxi,325.0,9.69,2.5119,243.0,3.89,2.3856,v,267.0,.v.vn.,.267.58.,to wash/to clean/to purge,清洗
清新,清新,Qīng xīn | qīng xīn,"Qingxin county in Qingyuan 清远, Guangdong ; fresh and clean",6188,7,"a,an",氵,清新,清新,2.0,Qing1 xin1,qingxin,207.0,6.17,2.316,154.0,2.47,2.1875,a,206.0,.a.an.,.206.1.,"fresh and clean; Qingxin county in Qingyuan 清远, Guangdong",清新
清醒,清醒,qīng xǐng,awake ; clear-headed ; sober,3278,4,"a,ad,an",氵,清醒,清醒,2.0,qing1 xing3,qingxing,1217.0,36.28,3.0853,892.0,14.29,2.9504,a,1202.0,.a.ad.an.,.1202.12.3.,clear-headed/sober/awake,清醒
清真寺,清真寺,qīng zhēn sì,mosque,17637,7,n,氵,清真寺,清真寺,3.0,qing1 zhen1 si4,qingzhensi,91.0,2.71,1.959,33.0,0.53,1.5185,n,91.0,.n.,.91.,mosque,清真寺
情,情,qíng,emotion ; feeling ; passion ; situation,966,7,"n,g",忄,情,情,1.0,qing2,qing,3915.0,116.7,3.5927,2496.0,39.98,3.3972,n,3911.0,.n.g.,.3911.4.,feeling/emotion/passion/situation,情
情报,情報,qíng bào,information ; intelligence,2886,7,n,忄,情报,情报,2.0,qing2 bao4,qingbao,1449.0,43.19,3.1611,604.0,9.67,2.781,n,1449.0,.n.,.1449.,(spy) intelligence/information-gathering,情报
情不自禁,情不自禁,qíng bù zì jīn,cannot help ; unable to restrain emotions,11914,7,l,忄,情不自禁,情不自禁,4.0,qing2 bu4 zi4 jin4,qingbuzijin,140.0,4.17,2.1461,124.0,1.99,2.0934,l,140.0,.l.,.140.,unable to restrain emotions/cannot help,情不自禁
情调,情調,qíng diào,sentiment ; taste ; tone and mood,14562,7,n,忄,情调,情调,2.0,qing2 diao4,qingdiao,59.0,1.76,1.7709,56.0,0.9,1.7482,n,59.0,.n.,.59.,sentiment; tone and mood; taste,情调
情感,情感,qíng gǎn,emotion ; feeling ; to move (emotionally),2942,3,n,忄,情感,情感,2.0,qing2 gan3,qinggan,805.0,24.0,2.9058,545.0,8.73,2.7364,n,805.0,.n.,.805.,feeling/emotion/to move (emotionally),情感
情怀,情懷,qíng huái,feelings ; mood,20753,7,n,忄,情怀,情怀,2.0,qing2 huai2,qinghuai,15.0,0.45,1.1761,15.0,0.24,1.1761,n,15.0,.n.,.15.,feelings/mood,情怀
情节,情節,qíng jié,circumstances ; plot; storyline,4390,5,n,忄,情节,情节,2.0,qing2 jie2,qingjie,485.0,14.46,2.6857,410.0,6.57,2.6128,n,485.0,.n.,.485.,plot/circumstances,情节
情结,情結,qíng jié,complex (psychology),12330,7,n,忄,情结,情结,2.0,qing2 jie2,qingjie,99.0,2.95,1.9956,86.0,1.38,1.9345,n,99.0,.n.,.99.,complex (psychology),情结
情景,情景,qíng jǐng,circumstances ; scene ; situation ; spectacle,5196,4,n,忄,情景,情景,2.0,qing2 jing3,qingjing,357.0,10.64,2.5527,302.0,4.84,2.48,n,357.0,.n.,.357.,scene/sight/circumstances,情景
情况,情況,qíng kuàng,circumstances; state of affairs; situation,245,3,n,忄,情况,情况,2.0,qing2 kuang4,qingkuang,10673.0,318.16,4.0283,4141.0,66.33,3.6171,n,10673.0,.n.,.10673.,circumstances/state of affairs/situation,情况
情侣,情侶,qíng lǚ,lovers ; sweethearts,5325,7,n,忄,情侣,情侣,2.0,qing2 lu:3,qinglv,293.0,8.73,2.4669,213.0,3.41,2.3284,n,293.0,.n.,.293.,sweethearts/lovers,情侣
情人,情人,qíng rén,lover ; sweetheart,4038,7,n,忄,情人,情人,2.0,qing2 ren2,qingren,770.0,22.95,2.8865,520.0,8.33,2.716,n,770.0,.n.,.770.,lover/sweatheart,情人
情形,情形,qíng xing,circumstances ; situation,4038,5,n,忄,情形,情形,2.0,qing2 xing5,qingxing,511.0,15.23,2.7084,415.0,6.65,2.618,n,511.0,.n.,.511.,circumstances/situation,情形
情绪,情緒,qíng xù,mood ; moodiness ; state of mind,1810,6,n,忄,情绪,情绪,2.0,qing2 xu4,qingxu,1446.0,43.1,3.1602,982.0,15.73,2.9921,n,1446.0,.n.,.1446.,feeling/sentiment,情绪
情谊,情誼,qíng yì,friendship; camaraderie,15880,7,n,忄,情谊,情谊,2.0,qing2 yi4,qingyi,61.0,1.82,1.7853,51.0,0.82,1.7076,n,61.0,.n.,.61.,friendship/camaraderie,情谊
情愿,情願,qíng yuàn,willingness ; would rather (agree to X than Y),9439,7,v,忄,情愿,情愿,2.0,qing2 yuan4,qingyuan,269.0,8.02,2.4298,245.0,3.92,2.3892,v,269.0,.v.,.269.,willingness/would rather (agree to X than Y),情愿
晴,晴,qíng,clear ; fine (weather),9343,2,v,日,晴,晴,1.0,qing2,qing,65.0,1.94,1.8129,46.0,0.74,1.6628,v,65.0,.v.,.65.,clear/fine (weather),晴
晴朗,晴朗,qíng lǎng,sunny and cloudless,15483,5,a,日,晴朗,晴朗,2.0,qing2 lang3,qinglang,68.0,2.03,1.8325,59.0,0.95,1.7709,a,68.0,.a.,.68.,sunny and cloudless,晴朗
晴天,晴天,qíng tiān,clear sky ; sunny day,14859,2,n,日,晴天,晴天,2.0,qing2 tian1,qingtian,49.0,1.46,1.6902,43.0,0.69,1.6335,n,49.0,.n.,.49.,clear sky/sunny day,晴天
请,請,qǐng,please (do sth) ; to ask ; to invite ; to request ; to treat (to a meal etc),216,1,v,讠,请,请,1.0,qing3,qing,30598.0,912.11,4.4857,5588.0,89.51,3.7473,v,30598.0,.v.,.30598.,to ask/to invite/please (do sth)/to treat (to a meal etc)/to request,请
请假,請假,qǐng jià,to request leave of absence,10134,1,v,讠,请假,请假,2.0,qing3 jia4,qingjia,145.0,4.32,2.1614,120.0,1.92,2.0792,v,145.0,.v.,.145.,ask for time off,请假
请柬,請柬,qǐng jiǎn,invitation card ; written invitation,22818,7,n,讠,请柬,请柬,2.0,qing3 jian3,qingjian,79.0,2.35,1.8976,58.0,0.93,1.7634,n,79.0,.n.,.79.,invitation card/written invitation,请柬
请教,請教,qǐng jiào,to ask for guidance ; to consult,11806,3,v,讠,请教,请教,2.0,qing3 jiao4,qingjiao,82.0,2.44,1.9138,80.0,1.28,1.9031,v,82.0,.v.,.82.,consult,请教
请进,請進,qǐng jìn,"""please come in""",21213,1,,讠,请进,,,,,,,,,,,,,,,,
请客,請客,qǐng kè,to entertain guests ; to give a dinner party ; to invite to dinner,9854,2,v,讠,请客,请客,2.0,qing3 ke4,qingke,257.0,7.66,2.4099,228.0,3.65,2.3579,v,257.0,.v.,.257.,give a dinner party/entertain guests/invite to dinner,请客
请求,請求,qǐng qiú,request ; to request; to ask,2837,2,"v,n",讠,请求,请求,2.0,qing3 qiu2,qingqiu,1665.0,49.63,3.2214,1082.0,17.33,3.0342,v,1269.0,.v.n.,.1269.396.,request,请求
请帖,請帖,qǐng tiě,invitation card ; written invitation,30508,7,n,讠,请帖,请帖,2.0,qing3 tie3,qingtie,55.0,1.64,1.7404,44.0,0.7,1.6435,n,55.0,.n.,.55.,invitation card/written invitation,请帖
请问,請問,qǐng wèn,"Excuse me, may I ask...?",3689,1,v,讠,请问,请问,2.0,qing3 wen4,qingwen,1005.0,29.96,3.0022,747.0,11.97,2.8733,v,1005.0,.v.,.1005.,may I ask...,请问
请坐,請坐,qǐng zuò,"please, have a seat",37277,1,,讠,请坐,,,,,,,,,,,,,,,,
庆典,慶典,qìng diǎn,celebration,8812,7,n,广,庆典,庆典,2.0,qing4 dian3,qingdian,186.0,5.54,2.2695,119.0,1.91,2.0755,n,186.0,.n.,.186.,a celebration,庆典
庆贺,慶賀,qìng hè,to celebrate ; to congratulate,18065,7,v,广,庆贺,庆贺,2.0,qing4 he4,qinghe,53.0,1.58,1.7243,49.0,0.78,1.6902,v,53.0,.v.,.53.,congratulate,庆贺
庆幸,慶幸,qìng xìng,to rejoice; to be glad,7531,7,"v,vn",广,庆幸,庆幸,2.0,qing4 xing4,qingxing,284.0,8.47,2.4533,264.0,4.23,2.4216,v,283.0,.v.vn.,.283.1.,celebrate success,庆幸
庆祝,慶祝,qìng zhù,to celebrate,2543,3,"v,vn",广,庆祝,庆祝,2.0,qing4 zhu4,qingzhu,1878.0,55.98,3.2737,1232.0,19.73,3.0906,v,1727.0,.v.vn.,.1727.151.,celebrate,庆祝
穷,窮,qióng,(coll.) persistently and pointlessly ; destitute ; extremely ; poor ; thoroughly ; to exhaust ; to use up,4355,4,"a,d,g",穴,穷,穷,1.0,qiong2,qiong,429.0,12.79,2.6325,332.0,5.32,2.5211,a,410.0,.a.d.g.,.410.11.8.,exhausted/poor,穷
穷人,窮人,qióng rén,poor people ; the poor,6993,4,n,穴,穷人,穷人,2.0,qiong2 ren2,qiongren,294.0,8.76,2.4683,197.0,3.16,2.2945,n,294.0,.n.,.294.,poor people/the poor,穷人
丘陵,丘陵,qiū líng,hills,26657,7,n,一,丘陵,丘陵,2.0,qiu1 ling2,qiuling,13.0,0.39,1.1139,13.0,0.21,1.1139,n,13.0,.n.,.13.,hills,丘陵
秋季,秋季,qiū jì,autumn ; fall,8932,4,t,禾,秋季,秋季,2.0,qiu1 ji4,qiuji,122.0,3.64,2.0864,96.0,1.54,1.9823,t,122.0,.t.,.122.,autumn/fall semester,秋季
秋天,秋天,qiū tiān,autumn,7055,2,t,禾,秋天,秋天,2.0,qiu1 tian1,qiutian,254.0,7.57,2.4048,211.0,3.38,2.3243,t,254.0,.t.,.254.,autumn,秋天
囚犯,囚犯,qiú fàn,prisoner; convict,8699,7,n,囗,囚犯,囚犯,2.0,qiu2 fan4,qiufan,642.0,19.14,2.8075,329.0,5.27,2.5172,n,642.0,.n.,.642.,a prisoner/a convict,囚犯
求,求,qiú,to beseech ; to demand ; to look for ; to request ; to seek,497,2,v,氺,求,求,1.0,qiu2,qiu,10904.0,325.04,4.0376,3504.0,56.13,3.5446,v,10904.0,.v.,.10904.,to seek/to look for/to request/to demand/to beseech,求
求婚,求婚,qiú hūn,to propose marriage,8095,7,"v,vn",氺,求婚,求婚,2.0,qiu2 hun1,qiuhun,765.0,22.8,2.8837,422.0,6.76,2.6253,v,690.0,.v.vn.,.690.75.,propose marriage,求婚
求救,求救,qiú jiù,to seek help (when in distress or having difficulties),10263,7,"v,vn",氺,求救,求救,2.0,qiu2 jiu4,qiujiu,302.0,9.0,2.48,198.0,3.17,2.2967,v,223.0,.v.vn.,.223.79.,to cry for help,求救
求学,求學,qiú xué,to attend college ; to seek knowledge ; to study,28724,7,v,氺,求学,求学,2.0,qiu2 xue2,qiuxue,7.0,0.21,0.8451,7.0,0.11,0.8451,v,7.0,.v.,.7.,to study/to seek knowledge/to attend college/at school/learning/education,求学
求医,求醫,qiú yī,to see a doctor ; to seek medical treatment,37285,7,v,氺,求医,求医,2.0,qiu2 yi1,qiuyi,4.0,0.12,0.6021,4.0,0.06,0.6021,v,4.0,.v.,.4.,#,求医
求证,求證,qiú zhèng,to seek confirmation ; to seek proof,18393,7,v,氺,求证,求证,2.0,qiu2 zheng4,qiuzheng,27.0,0.8,1.4314,23.0,0.37,1.3617,v,27.0,.v.,.27.,seek proof/seek confirmation,求证
求职,求職,qiú zhí,to seek employment,16584,6,"vn,v",氺,求职,求职,2.0,qiu2 zhi2,qiuzhi,29.0,0.86,1.4624,24.0,0.38,1.3802,vn,16.0,.vn.v.,.16.13.,seek employment,求职
求助,求助,qiú zhù,to appeal (for help) ; to request help,7221,7,"v,vn",氺,求助,求助,2.0,qiu2 zhu4,qiuzhu,268.0,7.99,2.4281,234.0,3.75,2.3692,v,201.0,.v.vn.,.201.67.,to request help/to appeal (for help),求助
球,球,qiú,ball ; ball game ; globe ; match ; sphere,518,1,n,王,球,球,1.0,qiu2,qiu,7121.0,212.27,3.8525,1763.0,28.24,3.2463,n,7121.0,.n.,.7121.,ball/sphere,球
球场,球場,qiú chǎng,court ; field ; golf course ; pitch ; sports ground ; stadium,4445,2,n,王,球场,球场,2.0,qiu2 chang3,qiuchang,420.0,12.52,2.6232,210.0,3.36,2.3222,n,420.0,.n.,.420.,stadium/sports ground/court/pitch/field/golf course,球场
球队,球隊,qiú duì,"sports team (basketball, soccer, football etc)",2340,2,n,王,球队,球队,2.0,qiu2 dui4,qiudui,652.0,19.44,2.8142,225.0,3.6,2.3522,n,652.0,.n.,.652.,"soccer team (or rugby, basketball etc)",球队
球迷,球迷,qiú mí,fan (ball sports),4097,3,n,王,球迷,球迷,2.0,qiu2 mi2,qiumi,289.0,8.61,2.4609,119.0,1.91,2.0755,n,289.0,.n.,.289.,soccer fan/crazy about ball sports,球迷
球拍,球拍,qiú pāi,racket,25915,6,n,王,球拍,球拍,2.0,qiu2 pai1,qiupai,33.0,0.98,1.5185,23.0,0.37,1.3617,n,33.0,.n.,.33.,racket,球拍
球鞋,球鞋,qiú xié,athletic shoes,17153,2,n,王,球鞋,球鞋,2.0,qiu2 xie2,qiuxie,104.0,3.1,2.017,33.0,0.53,1.5185,n,104.0,.n.,.104.,athletic shoes,球鞋
球星,球星,qiú xīng,sports star (ball sport),11348,6,n,王,球星,球星,2.0,qiu2 xing1,qiuxing,66.0,1.97,1.8195,56.0,0.9,1.7482,n,66.0,.n.,.66.,#,球星
球员,球員,qiú yuán,(ball sports) player; team member,2445,6,n,王,球员,球员,2.0,qiu2 yuan2,qiuyuan,572.0,17.05,2.7574,218.0,3.49,2.3385,n,572.0,.n.,.572.,"sports club member/footballer, golfer etc",球员
区,區,Oū | qū,area ; distinguish ; district ; region ; small ; surname Ou,638,3,n,匸,区,区,1.0,ou1/qu1,qu,3198.0,95.33,3.5049,1615.0,25.87,3.2082,n,3198.0,.n.,.3198.,surname Ou; area/region/district/small/distinguish,区
区别,區別,qū bié,difference ; to discriminate ; to distinguish ; to make a distinction,2566,3,"n,v",匸,区别,区别,2.0,qu1 bie2,qubie,1152.0,34.34,3.0615,914.0,14.64,2.9609,n,1009.0,.n.v.,.1009.143.,difference/to distinguish/to discriminate/to make a distinction,区别
区分,區分,qū fēn,to differentiate ; to divide into categories ; to draw a distinction,8298,6,"v,vn",匸,区分,区分,2.0,qu1 fen1,qufen,149.0,4.44,2.1732,140.0,2.24,2.1461,v,144.0,.v.vn.,.144.5.,to differentiate/to find differing aspects,区分
区域,區域,qū yù,area ; district ; region,1701,5,n,匸,区域,区域,2.0,qu1 yu4,quyu,1133.0,33.77,3.0542,717.0,11.48,2.8555,n,1133.0,.n.,.1133.,area/region/district,区域
曲,曲 | 麯 | 麴,Qū | qū | qǔ,Aspergillus (includes many common molds) ; Taiwan pr. [qú] ; bent ; crooked ; song ; surname Qu ; tune ; variant of 曲 ; wrong ; yeast,2509,7,"g,n,q,v",曰,曲,曲,1.0,qu1/qu3,qu,948.0,28.26,2.9768,521.0,8.35,2.7168,g,327.0,.g.n.q.v.,.327.316.297.8.,bent/crooked/wrong; tune/song,曲
曲线,曲線,qū xiàn,curve ; curved line ; in a roundabout way ; indirect,6445,7,n,曰,曲线,曲线,2.0,qu1 xian4,quxian,182.0,5.43,2.2601,128.0,2.05,2.1072,n,182.0,.n.,.182.,curve/curved line/indirect/in a roundabout way,曲线
曲折,曲折,qū zhé,(fig.) complicated ; winding,13065,7,"a,an",曰,曲折,曲折,2.0,qu1 zhe2,quzhe,57.0,1.7,1.7559,50.0,0.8,1.699,a,43.0,.a.an.,.43.14.,complicated/winding,曲折
