simplified,pinyin,meaning,hsk_level,pos,radical,Difficulty_Human_PCA
梯子,tī zi,ladder ; stepladder,7.0,n,木,0.24170643645497575
梳子,shū zi,comb,7.0,n,木,-0.17435027408440074
梳理,shū lǐ,fig. to sort out ; to comb,7.0,v,木,1.2658822811811343
棉花,mián hua,cotton,7.0,n,木,-0.44801687989127026
棋子,qí zǐ,(fig.) a pawn (used by others for their own purposes) ; chess piece,7.0,n,木,-0.4869548330438078
棍子,gùn zi,rod ; stick,7.0,n,木,0.8949535755832683
棒球,bàng qiú,baseball,7.0,n,木,-0.3206931847742776
棘手,jí shǒu,intractable ; thorny (problem),7.0,a,木,0.6128719321385616
棺材,guān cai,coffin,7.0,n,木,-0.6524117687805132
椅子,yǐ zi,chair,2.0,n,木,-0.9448136289367165
植物,zhí wù,plant ; vegetation,4.0,n,木,-1.306475413226089
椰子,yē zi,a coconut ; a coconut palm,7.0,n,木,0.11269029958284928
杨树,yáng shù,poplar tree ; various trees of genus Populus,7.0,n,木,7.611213866289268
业务,yè wù,business ; professional work ; service,5.0,n,一,0.15697774643988124
业绩,yè jì,"(in more recent usage) performance (of a business, employee etc) ; accomplishment ; achievement ; results",7.0,n,一,0.23182395436326755
业余,yè yú,amateur (historian etc) ; in one's spare time ; outside working hours,4.0,b,一,0.3735867055280983
极其,jí qí,extremely,4.0,d,木,2.9446307288776845
极力,jí lì,at all costs ; to make a supreme effort,7.0,d,木,1.2615860828796401
极度,jí dù,extremely,7.0,d,木,-0.6383514834301699
极为,jí wéi,exceedingly ; extremely,7.0,d,木,4.616585823984781
极端,jí duān,extreme,6.0,"n,d,a",木,0.03707475748001317
极限,jí xiàn,extreme boundary ; limit,7.0,n,木,0.05136004013161759
概念,gài niàn,concept ; idea,3.0,n,木,-0.7728237162651941
概括,gài kuò,briefly; in broad outline ; to summarize; to generalize,4.0,"v,vn",木,0.3364831747424712
概况,gài kuàng,general situation ; summary,7.0,n,木,-1.0226541568884153
概率,gài lǜ,probability (math.),7.0,n,木,0.32269505783122243
概论,gài lùn,general discussion ; introduction ; outline ; survey,7.0,n,木,0.43400565018810366
榜样,bǎng yàng,example ; model,7.0,n,木,-0.71489013310869
荣幸,róng xìng,honored (to have the privilege of ...),7.0,"a,an",艹,-0.6461509602847922
荣获,róng huò,be honored with,7.0,v,艹,1.3144423407707446
荣誉,róng yù,(honorable) reputation ; credit ; glory ; honor ; honorary,7.0,n,艹,-0.6789582927689252
构思,gòu sī,composition ; conception ; idea ; plan ; to compose ; to design ; to draw a mental sketch ; to plan out ; to plot,7.0,"v,vn",木,0.25380211161108956
构想,gòu xiǎng,concept ; to conceive,7.0,"vn,v,n",木,-0.29243063346181575
构成,gòu chéng,to compose ; to configure (computing) ; to constitute ; to form ; to make up,4.0,"v,n,vn",木,0.4449296348983564
构造,gòu zào,composition ; structure ; tectonic (geology),4.0,"n,v,vn",木,-0.4870614353022096
枪毙,qiāng bì,fig. to discard ; to execute by firing squad ; to get rid of ; to shoot dead,7.0,v,木,-0.3572641714661744
槐树,huái shù,locust tree (Sophora japonica),7.0,n,木,1.760335649334856
乐器,yuè qì,musical instrument,7.0,n,丿,-0.4407263615614636
乐园,lè yuán,paradise,7.0,n,丿,-0.9739639094714873
乐意,lè yì,content ; satisfied ; to be happy to do sth ; to be ready to do sth ; to be willing to do sth,7.0,v,丿,-0.43968485894291914
乐曲,yuè qǔ,musical composition,6.0,n,丿,0.5163909593114724
乐观,lè guān,hopeful ; optimistic,3.0,"a,an",丿,-0.9752657877446675
乐趣,lè qù,delight; pleasure; joy,4.0,n,丿,-0.7937839564633904
乐队,yuè duì,band ; pop group,3.0,n,丿,-0.8982063867568759
楼房,lóu fáng,a building of two or more stories,6.0,n,木,1.0384441468566077
楼梯,lóu tī,stair ; staircase,4.0,n,木,-0.9268477087668325
标本,biāo běn,specimen; sample ; the root cause and symptoms of a disease,7.0,n,木,0.07389432704208838
标榜,biāo bǎng,boost ; excessive praise ; to advertise ; to flaunt ; to parade,7.0,v,木,0.27895194785237803
标准,biāo zhǔn,(adjective) standard ; good; correct; conforming to a standard ; standard; norm; criterion,3.0,"n,a",木,-1.3114107578797136
标示,biāo shì,to indicate,7.0,"v,vn",木,-0.30922486318583586
标签,biāo qiān,(computing) tab (GUI element) ; label ; tag,7.0,n,木,-0.931652865593141
标致,Biāo zhì | biāo zhi,Peugeot ; beautiful (of woman) ; pretty,7.0,"a,nz",木,2.979118710332492
标志,biāo zhì,logo ; mark ; sign ; symbol ; to indicate ; to mark ; to symbolize,4.0,"n,v",木,0.01141596271391167
标语,biāo yǔ,placard ; written slogan,7.0,n,木,-0.7283112721068997
标题,biāo tí,caption ; heading ; headline ; subject ; title,3.0,n,木,0.012315484720679453
枢纽,shū niǔ,fulcrum ; hinge ; hub (e.g. of traffic network) ; pivot,7.0,n,木,3.6771740476270893
模仿,mó fǎng,model ; to copy ; to emulate ; to imitate ; to mimic,5.0,"v,vn",木,-1.0932159592947646
模型,mó xíng,matrix ; model ; mold ; pattern,4.0,n,木,-0.8234785738763504
模式,mó shì,method ; mode ; pattern,5.0,n,木,-0.045618098435824685
模拟,mó nǐ,"analog (device, as opposed to digital) ; imitation ; to imitate ; to simulate",7.0,"vn,v,b",木,0.8727150426808077
模样,mú yàng,about ; also pr. [mó yàng] ; appearance ; approximation ; look ; style,5.0,n,木,-0.3988058811650709
模范,mó fàn,fine example ; model,5.0,"n,d",木,-0.4842090958856708
模糊,mó hu,fuzzy ; indistinct ; vague,5.0,"a,v",木,-0.25677096156114554
样子,yàng zi,appearance ; manner ; model ; pattern,2.0,n,木,-1.146983531977094
样本,yàng běn,sample; specimen,7.0,n,木,-0.6758455776977506
朴实,pǔ shí,down-to-earth ; guileless ; plain ; simple ; sincere and honest,7.0,a,木,0.22089996965301337
朴素,pǔ sù,not frivolous ; plain and simple ; simple living ; unadorned,7.0,a,木,0.6969732685859827
树木,shù mù,tree,7.0,n,木,0.0576326414117971
树林,Shù lín | shù lín,"Shulin city in New Taipei City 市, Taiwan ; forest ; grove ; woods",4.0,n,木,-0.2979103149936296
树枝,shù zhī,branch ; twig,7.0,n,木,-0.1717583103224977
树梢,shù shāo,the tip of a tree; treetop,7.0,n,木,3.7740337911516724
树立,shù lì,to establish ; to set up,7.0,v,木,-0.009402296872507987
树叶,shù yè,tree leaves,4.0,n,木,-0.005378267010108406
树荫,shù yīn,Taiwan pr. [shù yìn] ; shade of a tree,7.0,n,木,-0.44514095490581684
桥梁,qiáo liáng,bridge (lit. and fig.),6.0,n,木,1.920052527885112
橙汁,chéng zhī,orange juice,7.0,n,木,-0.0994922733765572
机动,jī dòng,"adaptable ; flexible (use, treatment, timing etc) ; locomotive ; motorized ; power-driven",7.0,"b,a",木,1.8062683668091897
机器,jī qì,machine,3.0,n,木,0.4612149060975623
机场,jī chǎng,(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship ; airport; airfield,1.0,n,木,-0.8435392920677789
机密,jī mì,classified (information) ; secret,7.0,"n,a",木,-0.8304969237670639
机智,jī zhì,quick-witted ; resourceful,7.0,"a,an,ad",木,-0.9218887785442917
机会,jī huì,chance ; occasion ; opportunity,2.0,n,木,-1.4754474203003798
机械,jī xiè,(old) cunning ; machine ; machinery ; mechanical ; scheming,6.0,"n,a",木,-0.4520527025381287
机构,jī gòu,agency ; institution ; mechanism ; organization ; structure,4.0,n,木,-0.25195401195037986
机票,jī piào,air ticket ; passenger ticket,1.0,n,木,-1.2210604057210301
机舱,jī cāng,cabin of a plane,7.0,n,木,2.5358409510991984
机遇,jī yù,favorable circumstance ; opportunity ; stroke of luck,4.0,n,木,-0.11239266106549553
机关,jī guān,machine-operated ; mechanism; gear ; office; agency; organ; organization; establishment; institution; body ; stratagem; scheme; intrigue; plot; trick,6.0,n,木,-0.5215612095414763
机灵,jī ling,clever ; quick-witted,7.0,"a,an",木,-0.9057572807413199
橡皮,xiàng pí,an eraser ; rubber,7.0,n,木,1.5209320276815332
橡胶,xiàng jiāo,caoutchouc ; rubber,7.0,n,木,0.3258195656868543
横向,héng xiàng,crosswise ; horizontal ; lateral ; orthogonal ; perpendicular,7.0,n,木,0.8358836803342764
档案,dàng àn,archive ; file ; record,6.0,n,木,-1.0717467605717554
档次,dàng cì,class ; grade ; level ; quality,7.0,n,木,1.6391307821018077
检察,jiǎn chá,(law) to prosecute ; to inspect ; to investigate,7.0,"b,n",木,-0.8880399434416144
检查,jiǎn chá,inspection ; to examine ; to inspect,2.0,"v,vn",木,-0.9573234531437013
检测,jiǎn cè,detection ; sensing ; to detect ; to test,4.0,"vn,v",木,-0.40282991102747046
检讨,jiǎn tǎo,review ; self-criticism ; to examine or inspect,7.0,"v,vn",木,0.3078418527325145
检验,jiǎn yàn,to examine ; to inspect ; to test,5.0,"v,vn",木,0.9491352973164672
台灯,tái dēng,desk lamp ; table lamp,6.0,n,口,2.161290571905345
柜子,guì zi,cabinet ; cupboard,5.0,n,木,0.11386199002871158
栏杆,lán gān,banister ; railing,7.0,n,木,0.6718706034825263
权利,quán lì,(classical) power and wealth ; right (i.e. an entitlement to sth),4.0,n,木,-0.7267608109635426
权力,quán lì,authority ; power,6.0,n,木,-0.5051693360838672
权威,quán wēi,authoritative ; authority ; power and prestige,7.0,"n,a",木,-0.4853807863315331
权益,quán yì,interests ; rights ; rights and benefits,7.0,n,木,0.8326407774357855
权衡,quán héng,to balance (pros and cons) ; to consider ; to weigh (a matter),7.0,"v,vn",木,2.02215516285579
欠条,qiàn tiáo,IOU ; certificate of indebtedness,7.0,n,欠,8.661754945110534
欠缺,qiàn quē,deficiency ; lapse ; to be deficient in,7.0,"v,a,vn",欠,0.16348713780578072
次数,cì shù,degree of a polynomial (math.) ; frequency ; number of times ; order number (in a series) ; power (math.),6.0,n,欠,0.19564353115332433
次日,cì rì,next day ; the morrow,7.0,t,欠,5.110625043087631
欣喜,xīn xǐ,happy,7.0,"a,an",欠,0.8594240915099158
欣慰,xīn wèi,to be gratified,7.0,"a,an",欠,0.3499043137406825
欣赏,xīn shǎng,to appreciate; to enjoy; to admire,5.0,"v,vn",欠,-1.6092805067832718
欺诈,qī zhà,to cheat,7.0,"vn,v",欠,-0.713327879180874
欺负,qī fu,to bully,6.0,"v,vn",欠,-1.28966939071761
欺骗,qī piàn,to cheat ; to deceive,7.0,"v,vn",欠,-0.4719596473333218
钦佩,qīn pèi,to admire ; to look up to ; to respect sb greatly,7.0,"v,vn",钅,1.3502557860676498
款式,kuǎn shi | kuǎn shì,design ; elegance ; elegant ; good taste ; pattern ; style,7.0,n,欠,0.5447836984512532
款项,kuǎn xiàng,a sum of money ; funds,7.0,n,欠,0.8396591273264989
歉意,qiàn yì,apology ; regret,7.0,n,欠,0.09369466957888124
歌剧,gē jù,Western opera,7.0,n,欠,-0.1579466078423343
歌唱,gē chàng,to sing,6.0,"v,vn",欠,-0.8773645416015401
歌手,gē shǒu,singer,3.0,n,欠,-1.4218100354453684
歌星,gē xīng,famous singer ; singing star,6.0,n,欠,-0.7303824845595298
歌曲,gē qǔ,song,5.0,n,欠,-0.5448766234158546
歌声,gē shēng,fig. original voice of a poet ; singing voice,3.0,n,欠,-1.2572644144998895
歌舞,gē wǔ,singing and dancing,7.0,n,欠,0.3666749578957853
歌词,gē cí,lyrics ; song lyric,6.0,n,欠,-1.3532010504487886
歌颂,gē sòng,to eulogize ; to extol ; to sing the praises of,7.0,"v,vn",欠,-0.3632646043072597
欢呼,huān hū,to acclaim ; to cheer for,7.0,"v,vn",欠,-0.4020723696324779
欢乐,huān lè,gaiety ; gay ; gladness ; glee ; happy ; joyous ; merriment ; pleasure,3.0,"a,an",欠,-0.9513112275181571
欢聚,huān jù,celebration ; party ; to celebrate ; to get together socially,7.0,v,欠,0.32218609930640973
欢迎,huān yíng,to welcome ; welcome,2.0,"v,vn",欠,-1.0947782132225805
止咳,zhǐ ké,to suppress coughing,7.0,vn,止,0.08941026406184437
止步,zhǐ bù,to go no farther ; to halt ; to stop,7.0,v,止,-0.0013424443632514653
止血,zhǐ xuè,hemostatic (drug) ; to staunch (bleeding),7.0,"v,vn",止,-0.7588936187421701
正在,zhèng zài,just at (that time) ; right in (that place) ; right in the middle of (doing sth),1.0,d,止,1.4546546307922181
正好,zhèng hǎo,by chance ; it just so happens that ; just (in time) ; just enough ; just right ; to chance to ; to happen to,2.0,z,止,-0.7746463458476457
正宗,zhèng zōng,authentic ; fig. traditional ; genuine ; old school ; orthodox school,7.0,b,止,-0.0633354357355313
正常,zhèng cháng,normal ; ordinary ; regular,2.0,"a,ad",止,-1.2696204653106404
正式,zhèng shì,formal; official,3.0,"ad,a",止,-0.4498395094737219
正是,zhèng shì,is precisely,2.0,v,止,0.46302574289555665
正当,zhèng dàng | zhèng dāng,fair ; honest ; just (when needed) ; reasonable ; sensible ; timely,6.0,"a,p,v,ad",止,-0.587436250164378
正直,zhèng zhí,honest ; upright ; upstanding,7.0,a,止,-0.7728237162651941
正确,zhèng què,correct; sound; right; proper,2.0,"a,ad",止,-1.2389079308480522
正义,zhèng yì,just ; justice ; righteous ; righteousness,5.0,n,止,-1.4557890583753637
正规,zhèng guī,according to standards ; regular,5.0,a,止,1.1025201434659764
正视,zhèng shì,to face squarely; to meet head on; to face up to,7.0,v,止,-0.39151536283526417
正面,zhèng miàn,direct ; front ; obverse side ; open ; positive ; right side,7.0,"d,n,b,f",止,-0.9769700222842587
此刻,cǐ kè,at present ; now ; this moment,5.0,r,止,-0.01397066361309673
此外,cǐ wài,besides ; furthermore ; in addition ; moreover,4.0,c,止,-1.21390007521854
此后,cǐ hòu,after this ; afterwards ; hereafter,5.0,t,止,-0.044434615205505026
步伐,bù fá,(measured) step ; march ; pace,7.0,n,止,0.38962339385712724
步行,bù xíng,to go on foot ; to walk,4.0,"v,vn",止,-1.0151032629039713
步骤,bù zhòu,procedure ; step,7.0,n,止,-0.8402728036003704
武力,wǔ lì,military force,7.0,n,止,-0.4532126001995322
武器,wǔ qì,arms ; weapon,3.0,n,止,-0.5819801542014817
武术,wǔ shù,all kinds of martial art sports (some claiming spiritual development) ; also called kungfu 功夫 ; military skill or technique (in former times) ; self-defense ; tradition of choreographed fights from opera and film (recent usage),3.0,n,止,-0.26666523643731255
武装,wǔ zhuāng,armed (forces) ; arms ; equipment ; military ; to arm,7.0,"n,vn,v",止,0.16775975053835876
歧视,qí shì,discrimination ; to discriminate against,7.0,"vn,v",止,-0.27448829886084947
歪曲,wāi qū,to distort ; to misrepresent,7.0,"v,vn",止,0.13419487665923327
岁数,suì shu,age (number of years old),6.0,n,山,2.35685627410588
岁月,suì yuè,time ; years,5.0,n,山,-0.4908486750788896
历来,lì lái,(of) all-time ; always ; throughout (a period of time),7.0,d,厂,2.353577992854014
历史,lì shǐ,history,4.0,n,厂,-1.2687209433038726
历届,lì jiè,"all previous (meetings, sessions etc)",7.0,b,厂,2.4701196838725306
历时,lì shí,diachronic ; period ; to last ; to take (time),7.0,v,厂,0.9865227893256473
历程,lì chéng,course ; process,7.0,n,厂,0.25863085400631514
归来,guī lái,to come back ; to return,7.0,"v,vn",彐,-0.16329610154682872
归宿,guī sù,ending ; final destination ; home ; place to return to,7.0,n,彐,0.35628351727926405
归属,guī shǔ,a place where one feels that one belongs ; one's final destination (where one need look no further) ; to be affiliated to ; to belong to ; to fall under the jurisdiction of,7.0,"vn,v",彐,0.15553388755492592
归纳,guī nà,induction (method of deduction in logic) ; to conclude from facts ; to sum up ; to summarize,7.0,"v,vn",彐,-0.4103808050119144
归还,guī huán,to return sth ; to revert,7.0,v,彐,-0.7759600169052847
歹徒,dǎi tú,evildoer ; gangster ; hoodlum ; malefactor,7.0,n,歹,0.8055499165691858
死亡,sǐ wáng,death ; to die,6.0,"v,vn",歹,-1.1481670152074135
死心,sǐ xīn,to admit failure ; to drop the matter ; to give up ; to have no more illusions about ; to reconcile oneself to loss,7.0,v,歹,-0.15873952759069881
残忍,cán rěn,cruel ; mean ; merciless ; ruthless,7.0,"a,an",歹,-0.9153793871783924
残留,cán liú,residual; remnant ; residue ; to remain; to be left over,7.0,"vn,v",歹,0.6550527881895901
残疾,cán jí,deformity on a person or animal ; disabled ; handicapped,6.0,n,歹,-0.36377356283207385
残缺,cán quē,badly damaged ; shattered,7.0,"v,vn",歹,0.26282045004940613
残酷,cán kù,cruel ; cruelty,6.0,"a,ad,an",歹,-0.7742557823656921
歼灭,jiān miè,to annihilate ; to crush ; to wipe out,7.0,v,歹,1.0747901362472447
段落,duàn luò,(written) passage ; paragraph ; phase ; time interval,7.0,n,殳,-0.797299027800976
殷勤,yīn qín,eagerly attentive ; politely ; solicitously,7.0,"a,ad",殳,0.7798911218030817
杀害,shā hài,to murder,7.0,"v,vn",木,-0.41390766913395716
杀手,shā shǒu,(sports) formidable player ; hit man ; killer ; murderer,7.0,n,木,-1.2230132231307997
殿堂,diàn táng,hall ; palace ; temple buildings,7.0,n,殳,0.41199211458690554
毁坏,huǐ huài,damage ; destruction ; to damage ; to devastate ; to vandalize,7.0,"v,vn",殳,0.710240634187959
毁灭,huǐ miè,to destroy ; to perish ; to ruin,7.0,"v,vn",殳,0.4407636244241801
毅力,yì lì,perseverance ; willpower,7.0,n,殳,0.16151073482709508
毅然,yì rán,firmly ; resolutely ; without hesitation,7.0,d,殳,0.31398426618537495
殴打,ōu dǎ,battery (law) ; to beat up ; to come to blows,7.0,"v,vn",殳,-0.9653715128685004
母女,mǔ nǚ,mother and daughter ; mother-daughter,6.0,n,母,-1.1130045090470986
母子,mǔ zǐ,mother and child ; parent and subsidiary (companies) ; principal and interest,6.0,n,母,-0.22995226913363903
母亲,mǔ qīn,also pr. [mǔ qin] ; mother,3.0,n,母,-1.4526645505197318
母鸡,mǔ jī,"don't know (humorous slang mimicking Cantonese 唔知, Jyutping: m4 zi1) ; hen",6.0,n,母,-0.6581282403980466
毒品,dú pǐn,drugs ; narcotics ; poison,6.0,n,母,-0.13883258279550567
比例,bǐ lì,proportion ; scale,3.0,n,比,-0.5783231022521196
比喻,bǐ yù,analogy ; figuratively ; figure of speech ; metaphor ; to compare ; to liken to,7.0,"n,v",比,-1.5768637377810926
